tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,lead_actors_ids,Language,Country,Budget,Box_Office,Plot
tt27802912,Ace,2025,157,"['Action', 'Comedy', 'Crime']",6.5,5767,"['nm4043111', 'nm9813269', 'nm6489058', 'nm3478180', 'nm10346134']",Tamil,India,,,"Kannan, a charismatic but enigmatic man, arrives in Malaysia to escape a shadowy criminal past, adopting the alias ""Bolt"" Kannan. He befriends Arivu, a ragpicker who poses as a wealthy businessman to impress his girlfriend, Kalpana, providing comic relief. Kannan meets Rukmini, called Rukku for short. She is a determined young woman working odd jobs to reclaim her late parents’ house from her abusive stepfather, Rajadurai, a corrupt police officer. Meanwhile, Rajadurai coerces Preethi, a young woman into having sex with him in return for not posting her intimate video online without her consent. Kannan and Rukku get romantically involved. As Rukku in a financial predicament due to Rajadurai, and is also under threat of losing her job, Kannan decides to get a loan of RM1,000,000 to help her. Together with Arivu, he goes to a dockyard owned by Dharma, a ruthless loan shark. Kannan joins a table of poker and expertly starts to rack up his wins. As the stakes rise, Dharma himself joins the table to challenge Kannan and wins by rigging the game. Now stuck with his own debt on top of Rukku's financial crisis, Kannan decides to rob an armored truck delivering cash to the bank. Kannan fights and evades the police, stealing RM20,000,000 (₹403,927,600 (US$4.3 million)). The police arrest Dharma after finding his partial fingerprint on the magazine from the gun that Kannan used in the heist. A flashback reveals that Kannan stole Dharma's gun from his club. Coincidentally, Kannan then finds out that he has won RM20,000,000 from the lottery as well. Kannan and Arivu request Kalpana to collect the lottery in order to not be seen in the public eye in the aftermath of the heist. Kalpana overhears a conversation between Kannan and Arivu about the bank heist, and they are forced to show her the stolen money. Kannan books Rukku a Rolls-Royce Phantom, buys her a dress, and invites her to a hotel. He decides to settle Rukku's debt by paying RM1,000,000 (₹20,196,380 (US$210,000)) from his lottery winnings, to Rajadurai at the hotel. However, Rajadurai recognises Kannan as the culprit behind the bank heist, because Kannan had shot him in the leg during the robbery. Rajadurai talks with Kannan privately and reveals that he wants to keep the money, the house and Rukku since he has desired her from a young age. Assuming Kannan has managed to convert all the stolen money into unmarked bills, he takes the RM1,000,000 and tells him to deliver the rest to his house. Soon, Kannan and Arivu are thrust into a chaotic chase, pursued by Dharma's goons after Arivu reveals in fear that Kannan framed Dharma and stole the money. Dharma also tells Kannan that he wants all of the stolen money. Rukku finds the stolen money at Kannan's flat and realises that Kalpana and Arivu were already aware. Kannan reveals to Rukku that Rajadurai was on duty on the day of the bank heist and reveals privately to Rukku what Rajadurai told him. Kannan devises an ingenious plan to trap Dharma and Rajadurai. He tells Kalpana to seduce Rajadurai at the pub, and also tells Rukku to go to the police and report Rajadurai for domestic abuse. At Rajadurai's house, Kannan fights and kills Dharma and his goons. Eventually, Rajadurai comes home to find the stolen money and dead bodies. Kannan incapacitates him and leaves with the RM1,000,000, leaving behind half of the stolen money. Meanwhile, Kalpana places the rest of the stolen money in Dharma's vehicle. Rukku enters her house to find Rajadurai, plays a gunshot sound on her phone, making it seem like Rajadurai has fired at her. The police promptly arrive and shoot Rajadurai dead. Preethi is relieved upon seeing news of Rajadurai's demise. The police conclude their investigation and reveal to the media that there was a scuffle between Dharma and Rajadurai, leading to their deaths, and that all of the stolen money was recovered from their possessions. Kannan, Arivu, Rukku and Kalpana are shown to have escaped successfully, celebrating with the lottery winnings. Meanwhile, Arivu is informed that the real ""Bolt"" Kannan never arrived in Malaysia, thus realising that he has befriended a fraudster. When he asks “Kannan” for his real identity, he simply  smiles as the credits roll."
tt27816710,Abraham Ozler,2024,143,"['Crime', 'Drama', 'Mystery']",6.6,5342,"['nm0419688', 'nm0415538', 'nm3755435', 'nm10803741', 'nm6976646']",Malayalam,India,,40.05,"Past: ACP Abraham Ozler is on vacation with his wife Anisha and daughter Jenny. He receives a call that requires him to investigate a double murder, and promptly leaves in his car. Mid-journey, he realizes that the call was faked and rushes back to find both Anisha and Jenny missing. Later Vineeth, a drug addict, admits to kidnapping both of them, hacking them to pieces and burying the pieces in a forest to take revenge on Ozler for arresting him in a narcotics case. However, Vineeth claims that he had taken a large dosage of prescription drugs that night and consequently does not remember where the pieces were buried. Present: Three years later, Ozler is chronically depressed insomniac who experiences hallucinations due to lack of sleep. He never received closure and remains distraught and miserable, as he cannot find his wife's and daughter's remains in spite of regularly visiting and questioning a now convicted Vineeth. He is also investigating a series of murders with his subordinates SI Divya Sreedharan and Sijo T Venu. The killer leaves birthday cards at each murder scene, and the cards all have parts of the Latin quote, ""Let conversation cease. Let laughter flee. This is where death rejoices to help the living"". The killer is dubbed ""The Birthday Killer"" by the media. As the team unravels the connections, they discover Krishnadas, a man using an artificial larynx, as a key suspect. They also learn that he was a prodigious singer as a teenager, and lost his voice due to a surgery mishap. Delving into the past, Ozler discovers a shared history among the victim's parents: Shivakumar and Selvaraj. They were postgraduate medical students at Kozhikode Medical College in 1989. Shivakumar, Selvaraj, Xavi Punnoose (a retired police surgeon) and Alexander Joseph (now living in Dubai) were all found to have been friends and batchmates. They were recorded as having gotten into an accident, after which they parted ways. Meanwhile, Krishnadas breaks into Alexander's house and attempts to abduct him but is thwarted and arrested by Ozler. But even as Krishnadas is in custody, Xavi is kidnapped. Ozler then discovers that the Alexander in Dubai was a fake all along and that the real Alexander was still active and had abducted Xavi. The real Alexander attempts to kill Xavi in the same manner as the previous victims, but is arrested by Ozler and his men at the last minute. While in custody, he reveals his true motives. 1989: Alexander was a dedicated postgraduate student at the surgery department of Kozhikode Medical College. Xavi, a fellow student of surgery, was inept compared to Alexander, and was consequently jealous as the professors favored the latter's skill. Shivakumar, a student of General Medicine, developed hatred towards Alexander for starting a relationship with first year MBBS student Suja Jayadev, whom Shivakumar had been pursuing relentlessly. Selvaraj, a student of Anesthesia and a drug addict, was expelled after Alexander caught him getting high and reported the latter to the faculty. During this time, Krishnadas was admitted to the Medical College due to a tumor in his throat, which affected his voice. Alexander was designated to assist in the surgery and he chooses Xavi to help him. During the surgery, Alexander was unexpectedly required to take the lead and he requested Xavi to cut the tie inside Krishnadas's neck. Xavi, fueled by jealousy and bitterness, cuts Krishnadas's Vocal cords- which is why he lost his voice. Alexander reported Xavi's intentional act to the faculty, Xavi is blacklisted and both are suspended due to Alexander being the first assistant. Under the influence of drugs and alcohol, the enraged and bitter Selvaraj, Xavi and Shivakumar brutalized Alexander, putting him in a coma. Once sober, they fabricated an accident, faked injuries on themselves and told everyone that a drunk Alexander took them for a drive and crashed the car. Suja becomes depressed after this. One day, doctors suggested that Alexander's life support be removed and he be allowed to die peacefully. A heartbroken Suja lost all hope after overhearing this and committed suicide by jumping in front of a moving bus. In a fateful twist of irony, Alexander awakened on the 1st day of her death. After years of nursing care, he regained movement but loses most of his postgraduate memories due to dissociative amnesia, including Suja, Xavi, Shivakumar and Selvaraj. 3 years ago, Alexander saw a TV program featuring Krishnadas, where some old videos of the latter singing are shown. This triggered his memories and Alexander slowly recollected his past. He learned about Suja's death and met up with a then wayward Krishnadas, and they planned the murders together. Present: Xavi meets Alexander and Krishnadas in Ozler's custody and shows no remorse at all. Ozler regrets saving Xavi and tells him plainly that he deserved death. Astonishingly, Xavi dies on stage of cardiac arrest at the release ceremony of his autobiography. Seconds before this happens, Ozler receives a call where the forensic surgeon Satheesh Madhavan reveals that Alexander had poisoned Xavi and all the victims with  methylene blue and agar-agar, a lethal bacteria-infected surgical ink before making cuts on their bodies. Later, it is shown that the truth gets revealed - Shivakumar is found dead in his car, while Selvaraj becomes drunk and his  wife leaves him, realizing that he caused their son's murder. On his routine visit to Vineeth in prison, Ozler encounters Alexander and Krishnadas. Alexander cryptically utters ""Bone Residue"", hinting at an unresolved truth about Ozler's family. Ozler realizes that if a bladed weapon is used to hack flesh, bone residue will always be present on the blade even after chemical washing. Ozler confronts Vineeth about this and the latter, unrepentant, challenges Ozler to dig deeper for the truth."
tt27816952,AbeNida,2023,90,['Drama'],,,"['nm0229037', 'nm1715384', 'nm0661262', 'nm0482774', 'nm1104624']",N/A,N/A,,,N/A
tt27819754,Aftab-e Sard,2007,95,,,,"['nm1286513', 'nm2504855', 'nm5611388', 'nm5747379', 'nm2798196']",N/A,N/A,,,N/A
tt2782512,Access This!,2013,69,"['Comedy', 'Documentary', 'Drama']",,,,N/A,N/A,,,N/A
tt2782692,Ali's Wedding,2017,110,"['Comedy', 'Drama', 'Romance']",6.9,5757,"['nm2415565', 'nm0361546', 'nm7722661', 'nm2644615', 'nm6269501']",Arabic,Australia,,,"Ali (Osamah Sami), the charming and musically-talented son of an Iraqi Shia cleric (Don Hany), struggles to make the right life choices despite the best of intentions. He wants to be with the girl, Dianne (Helana Sawires), he loves, but he's been promised to another girl at his father's mosque. He wants to be the great doctor that the community expects him to be, but he doesn't get the marks. Above all, he wants to make his father proud. To live up to these impossible expectations, he lies about his academic achievements, and then his quest to please his father spirals out of control, with amusing and poignant consequences."
tt27836519,Almost Paradise,2024,120,"['Comedy', 'Drama']",6.4,643,"['nm5585519', 'nm5585519', 'nm3299693', 'nm3299693', 'nm3496406']",N/A,N/A,,,N/A
tt27837732,"Alexey Leonov, Spacewalker",2011,60,['Documentary'],,,,N/A,N/A,,,N/A
tt2783780,Adult 24sai no Koi,2011,72,['Drama'],,,"['nm0034950', 'nm2168546', 'nm5582244', 'nm2257049', 'nm3576551']",N/A,N/A,,,N/A
tt2793072,Acceptance,2012,90,"['Crime', 'Drama']",4.4,38,"['nm0614854', 'nm0486413', 'nm0734156', 'nm0335714', 'nm5448362']",English,United States,,,N/A
tt27987936,Aar Paar,2023,114,"['Action', 'Comedy', 'Drama']",7.5,20,"['nm2561817', 'nm15405477', 'nm12393766', 'nm12892863', 'nm16359324']",Hindi,India,,,"Kalu is a migrant taxi-driver in Bombay. He has two women who love him and would like to marry him. Kalu first wants to establish himself and become rich, before he can even think of marriage."
tt27856708,Adiós al amigo,2024,118,"['Drama', 'Western']",7.9,96,"['nm10547841', 'nm8959254', 'nm5380207', 'nm11672771', 'nm11672721']",N/A,N/A,,,N/A
tt27862531,Ajmer 92,2023,141,"['Crime', 'Drama', 'History']",8.0,1408,"['nm9960790', 'nm7344524', 'nm0788903', 'nm9549083', 'nm16098915']",Hindi,India,,1.0,"The film portrays the events that unfolded in Ajmer, Rajasthan, India, where a group of young men led by Farooq and Nafis Chishty, members of the prominent Khadim family, repeated gang-raped and blackmailed several girls including minors for several years, concluding in 1992."
tt27866501,Accident or Conspiracy: Godhra,2024,133,"['Crime', 'Drama', 'History']",6.8,912,"['nm1249116', 'nm1259084', 'nm1040436', 'nm1146345', 'nm9455357']",Hindi,India,,,"The film is based on the report issued by the Nanavati-Mehta Commission, which was set up to investigate the Godhra train fire. The film aims to uncover what happened in Godhra."
tt27867521,Agatha: Diaries of the apocalypse,2023,71,"['Comedy', 'Drama', 'Fantasy']",,,"['nm14894167', 'nm6564275', 'nm8661684', 'nm14894165', 'nm14894170']",N/A,N/A,,,N/A
tt27868427,Aathmika,2023,80,['Horror'],3.8,28,"['nm14920482', 'nm14920484', 'nm11502043', 'nm7898729', 'nm6916923']",N/A,N/A,,,N/A
tt2787064,Adios,2013,85,['Drama'],,,['nm5584027'],N/A,N/A,,,N/A
tt27873991,Abhilasha,2023,133,['Action'],7.6,1208,"['nm14064714', 'nm7855374', 'nm8502665', 'nm7319988', 'nm11142069']",N/A,N/A,,,SRIRAM WHO IS A BTECH GRADUATE GROWN UP UNDER HIS UNCLE AND AUNTY WORKS AS A MECHANIC WILL GOES TO VIZAG FOR AN INTERVIEW. ACCIDENTALLY HE MEETS VYDEHI WHO IS AN IAS ASPIRANT AND LOVES HER FOR HER OPEN AND FRANKNESS HE SUDDENLY KNOWS
tt27907966,Aisha Can't Fly Away,2025,120,"['Crime', 'Drama', 'Horror']",5.2,321,"['nm17333887', 'nm17333888', 'nm5977401', 'nm15529230', 'nm16124562']",Arabic,N/A,,,N/A
tt27907969,Across the Sea,2024,112,"['Drama', 'Romance']",6.4,192,"['nm13380033', 'nm0609662', 'nm0171499', 'nm13595423', 'nm11177940']",French,N/A,,,N/A
tt27908542,Aadiguruvu Amma,2023,165,"['Action', 'Drama']",,,"['nm10369587', 'nm7857736', 'nm14906923', 'nm12052172', 'nm11137517']",N/A,N/A,,,N/A
tt27919157,Allez-y les femmes,2023,62,['Drama'],,,"['nm14793108', 'nm14793111', 'nm14326204', 'nm14326200', 'nm14326196']",N/A,N/A,,,N/A
tt27921620,All-Time High,2023,101,['Comedy'],5.8,2364,"['nm4051466', 'nm4051466', 'nm5847997', 'nm15499702', 'nm11566183']",N/A,N/A,,,N/A
tt27925281,"Alte Seegrasspinnerei - Ökologisches, soziales und kulturelles Zentrum",2023,67,['Documentary'],,,,N/A,N/A,,,N/A
tt27925980,All the Wrong Ingredients,2024,87,['Comedy'],5.6,104,"['nm9438253', 'nm9310895', 'nm9946985', 'nm1152002', 'nm3409579']",N/A,N/A,,,N/A
tt27926473,All I Want Is You 2,2023,62,['Drama'],5.8,80,"['nm13831509', 'nm15144395', 'nm3773479', 'nm9395505', 'nm12353083']",N/A,N/A,,,N/A
tt27930683,Agni,2024,122,"['Action', 'Drama']",7.1,15434,"['nm2363939', 'nm4450033', 'nm1241555', 'nm3256907', 'nm7517362']",N/A,N/A,,,N/A
tt2794722,"Alien Paranormal: Bigfoot, UFOs and the Men in Black",2013,60,['Documentary'],3.9,36,,N/A,N/A,,,N/A
tt2794762,All American Horror: Gateways to Hell,2013,65,['Documentary'],4.1,16,['nm0151822'],N/A,N/A,,,N/A
tt27960890,Al otro barrio,2024,108,['Comedy'],5.2,382,"['nm1273697', 'nm9926638', 'nm4932005', 'nm7328813', 'nm6270274']",Spanish,Spain,,,"After cheating the tax office and being found out, slimy businessman Andrés is forced to relocate his company (a high-profile communications agency) and the workers from the centre of Madrid to a marginal suburb of the city known as Los Caños."
